apn,SitusHouseNbr,SitusHouseNbrSuffix,SitusDirectionLeft,SitusStreet,SitusMode,SitusDirectionRight,SitusUnitType,SitusUnitNbr,SitusCity,SitusState,SitusZIP5,HomeEquityIntelScore_LineofCredit
00828600001000,1810,,,131ST,DR,NE,,,LAKE STEVENS,WA,98258,152
176320-0030,7930,,NE,201ST,PL,,,,KENMORE,WA,98028,188
2084220070,3406,,E,E,ST,,,,TACOMA,WA,98404,108
00655500000900,5608,,,169TH,PL,SW,,,LYNNWOOD,WA,98037,333
00490300001600,8302,,,319TH,ST,NW,,,STANWOOD,WA,98292,121
620260-0090,320,,NW,137TH,ST,,,,SEATTLE,WA,98177,134
024850-0320,14000,,,140TH,AVE,SE,#,5,BELLEVUE,WA,98005,
200650-0030,22508,,,6TH,AVE,S,APT,3,DES MOINES,WA,98198,119
242603-9194,12753,,,6TH,AVE,NW,,,SEATTLE,WA,98177,123
7002150290,504,,,BALMER,ST,SW,,,ORTING,WA,98360,135
00751600003200,15123,,,21ST,DR,SE,,,MILL CREEK,WA,98012,161
880781-0260,21429,,NE,60TH,PL,,,,REDMOND,WA,98053,147
5004231370,2023,,E,39TH,ST,,,,TACOMA,WA,98404,104
330399-0220,14220,,SE,87TH,PL,,,,NEWCASTLE,WA,98059,483
4015320050,19216,,,77TH,AVE,E,,,SPANAWAY,WA,98387,92
0420345023,943,,,13TH,ST,SE,,,PUYALLUP,WA,98372,64
085510-0100,23730,,,43RD,AVE,S,,,KENT,WA,98032,256
032305-9325,5362,,NE,16TH,ST,,,,RENTON,WA,98059,139
607550-0180,1808,,,MINOR,AVE,,UNIT,700,SEATTLE,WA,98101,118
664270-0260,464,,,4TH,AVE,,,,KIRKLAND,WA,98033,177
00655400000600,5208,,,128TH,PL,NE,,,MARYSVILLE,WA,98271,97
342305-9079,13826,,SE,192ND,ST,,,,RENTON,WA,98058,
5000480280,13017,,,10TH AVENUE,CT,E,,,TACOMA,WA,98445,203
00838000000400,917,,,150TH,PL,SW,,,LYNNWOOD,WA,98087,102
144635-0110,23839,,,20TH,AVE,S,,,DES MOINES,WA,98198,67
6885000130,15101,,,16TH AVENUE,CT,S,,,SPANAWAY,WA,98387,129
108562-2300,12009,,SE,292ND,WAY,,,,AUBURN,WA,98092,108
28052700300400,12421,,,51ST,AVE,SE,,,EVERETT,WA,98208,171
730041-0130,30279,,,129TH,AVE,SE,,,AUBURN,WA,98092,158
246897-0290,7720,,,FAIRWAY,AVE,SE,UNIT,402,SNOQUALMIE,WA,98065,
445874-0260,12334,,,31ST,AVE,NE,APT,403,SEATTLE,WA,98125,136
6021520520,7219,,,193RD,ST,E,,,SPANAWAY,WA,98387,64
865150-1160,20603,,NE,37TH,WAY,,,,SAMMAMISH,WA,98074,283
6020190600,9306,,,167TH STREET,CT,E,,,PUYALLUP,WA,98375,237
00562300000306,11509,,N,LAKESHORE,DR,,,,LAKE STEVENS,WA,98258,216
6023250130,8409,,,148TH STREET,CT,E,,,PUYALLUP,WA,98375,156
721135-0100,4199,,,REGAL,ST,,,,CARNATION,WA,98014,252
025520-0530,1856,,,10TH,AVE,NE,,,ISSAQUAH,WA,98029,200
00912100003600,15420,,,3RD,DR,SE,,,MILL CREEK,WA,98012,127
7475024770,3811,,N,16TH,ST,,,,TACOMA,WA,98406,97
029310-0480,9315,,,178TH,PL,NE,UNIT,1,REDMOND,WA,98052,87
7840000081,625,,,ELIZABETH,ST,,,,SUMNER,WA,98390,163
31040700100624,20800,,,MARINE,DR,,,,STANWOOD,WA,98292,17
00823400011700,5905,,,153RD,PL,SE,,,SNOHOMISH,WA,98296,183
413985-0370,5369,,,164TH,AVE,SE,,,BELLEVUE,WA,98006,
364510-0280,10556,,,DAYTON,AVE,N,,,SEATTLE,WA,98133,137
7001820760,11014,,,179TH AVENUE,CT,E,,,BONNEY LAKE,WA,98391,116
202303-9006,9424,,SW,156TH,ST,,,,VASHON,WA,98070,
927015-0220,1401,,,5TH,AVE,W,APT,213,SEATTLE,WA,98119,70
177845-0080,1700,,,LAKE WASHINGTON,BLVD,N,UNIT,204,RENTON,WA,98056,36
418011-0030,27220,,,32ND,PL,S,,,AUBURN,WA,98001,
920120-0120,2040,,,WAVERLY,PL,N,APT,302,SEATTLE,WA,98109,182
416160-0045,15702,,,13TH,AVE,SW,,,BURIEN,WA,98166,107
0520358002,22717,,,90TH,ST,E,,,BUCKLEY,WA,98321,123
080680-0310,29665,,,127TH,PL,SE,,,AUBURN,WA,98092,116
339545-0470,19812,,,127TH,CT,NE,,,BOTHELL,WA,98011,131
154180-0320,2524,,S,317TH,ST,,APT,102,FEDERAL WAY,WA,98003,
054300-0035,9520,,,40TH,AVE,NE,,,SEATTLE,WA,98115,257
865830-2560,31838,,W,RUTHERFORD,ST,,,,CARNATION,WA,98014,84
227000-0100,1158,,,EDMONDS,PL,NE,,,RENTON,WA,98056,68
00463302200202,24126,,,88TH,PL,W,,,EDMONDS,WA,98026,111
376050-0650,11224,,,83RD,PL,NE,,,KIRKLAND,WA,98034,178
226700-0413,8526,,,30TH,AVE,NW,,,SEATTLE,WA,98117,85
00436200000500,8713,,,72ND,ST,SE,,,SNOHOMISH,WA,98290,
669900-1270,17801,,SE,259TH,ST,,,,COVINGTON,WA,98042,118
7475025350,4511,,N,15TH,ST,,,,TACOMA,WA,98406,113
809980-0300,3037,,,249TH,AVE,SE,,,SAMMAMISH,WA,98075,
7000050420,11627,,,207TH,AVE,E,,,BONNEY LAKE,WA,98391,93
5003851790,2503,,,167TH,ST,E,,,TACOMA,WA,98445,165
358205-0010,21802,,SE,5TH,PL,,,,SAMMAMISH,WA,98074,220
173480-1280,2929,,,1ST,AVE,,APT,422,SEATTLE,WA,98121,
6024490360,16413,,,129TH AVENUE,CT,E,,,PUYALLUP,WA,98374,143
326125-0040,7808,,NE,197TH,PL,,,,KENMORE,WA,98028,135
00848800006000,3225,,,200TH,PL,SE,,,BOTHELL,WA,98012,98
7160200770,435,,,SPRING,ST,,,,FIRCREST,WA,98466,
00563235500500,1823,,,CHESTNUT,ST,,,,EVERETT,WA,98201,88
403720-0385,240,,,LAKE HILLS,BLVD,,,,BELLEVUE,WA,98008,77
29063200402900,4714,,,131ST,AVE,SE,,,SNOHOMISH,WA,98290,338
6020440050,9415,,,175TH STREET,CT,E,,,PUYALLUP,WA,98375,63
308300-0170,2915,,,22ND,AVE,S,,,SEATTLE,WA,98144,58
7160001070,101,,,CONTRA COSTA,AVE,,,,FIRCREST,WA,98466,88
9220200290,836,,S,MEYERS,ST,,,,TACOMA,WA,98465,120
440270-0180,15733,,,WALLINGFORD,AVE,N,,,SHORELINE,WA,98133,179
00691700002200,18423,,,67TH,AVE,SE,,,SNOHOMISH,WA,98296,133
5437200040,7014,,,38TH,ST,NW,,,GIG HARBOR,WA,98335,131
534720-0175,9426,,,35TH,AVE,SW,,,SEATTLE,WA,98126,113
292604-9368,2133,,N,115TH,ST,,,,SEATTLE,WA,98133,145
092505-9314,6550,,,125TH,AVE,NE,,,KIRKLAND,WA,98033,91
9177020060,3626,,,72ND AVENUE,CT,W,,,UNIVERSITY PLACE,WA,98466,188
329290-0770,23007,,SE,18TH,PL,,,,SAMMAMISH,WA,98075,248
611750-1580,18958,,,EDGECLIFF,DR,SW,,,NORMANDY PARK,WA,98166,155
431070-2837,9210,,,INTERLAKE,AVE,N,#,A,SEATTLE,WA,98103,93
6021200200,16414,,,132ND,AVE,E,,,PUYALLUP,WA,98374,243
856300-1670,18005,,NE,13TH,ST,,,,BELLEVUE,WA,98008,215
00787700000400,1302,,,CHESTNUT,ST,,APT,4,EVERETT,WA,98201,
738370-0150,27028,,,230TH,PL,SE,,,MAPLE VALLEY,WA,98038,245
7000540320,307,,,BROWN,ST,SE,,,ORTING,WA,98360,63
525980-0060,31023,,,11TH,PL,SW,,,FEDERAL WAY,WA,98023,176
026700-0070,1650,,,177TH,AVE,NE,,,BELLEVUE,WA,98008,201
00371400007400,131,,,MAGNOLIA,AVE,,,,EVERETT,WA,98203,80
786100-0127,30037,,,164TH,AVE,SE,,,KENT,WA,98042,232
034200-0335,720,,,33RD,AVE,,,,SEATTLE,WA,98122,172
066248-0730,118,,,107TH,AVE,NE,UNIT,B107,BELLEVUE,WA,98004,103
856298-0090,7416,,,NEWCASTLE GOLF CLUB,RD,,,,NEWCASTLE,WA,98059,189
155520-0210,25018,,,35TH,AVE,S,,,KENT,WA,98032,108
192306-9071,14739,,,180TH,PL,SE,,,RENTON,WA,98059,264
00763100007900,13933,,,67TH,AVE,SE,,,SNOHOMISH,WA,98296,131
921040-0050,13261,,NE,205TH,ST,,,,WOODINVILLE,WA,98072,
01102900000800,3419,,,164TH,PL,SE,,,BOTHELL,WA,98012,105
390491-0730,24340,,SE,43RD,PL,,,,SAMMAMISH,WA,98029,313
545910-0010,2980,,,76TH,AVE,SE,APT,101,MERCER ISLAND,WA,98040,155
330270-0230,525,,,BELMONT,AVE,E,APT,4F,SEATTLE,WA,98102,
6026730650,2724,,,13TH,AVE,NW,,,PUYALLUP,WA,98371,118
0219095024,8813,,,116TH,ST,SW,,,LAKEWOOD,WA,98498,203
01051902910100,12303,,,HARBOUR POINTE,BLVD,,UNIT,CC101,MUKILTEO,WA,98275,85
051870-0050,2205,,,BIGELOW,AVE,N,,,SEATTLE,WA,98109,101
00711900000400,11630,,,11TH,PL,W,,,EVERETT,WA,98204,152
27073000401700,21006,,,223RD,ST,SE,,,MONROE,WA,98272,289
0420112149,11918,,,22ND STREET,CT,E,,,EDGEWOOD,WA,98372,227
5760000020,508,,W,MAIN,,,,,PUYALLUP,WA,98371,
00654900001900,22017,,,1ST,PL,W,,,BOTHELL,WA,98021,85
615180-0683,28821,,,223RD,LN,SE,,,BLACK DIAMOND,WA,98010,50
00378800901300,129,,S,DUNHAM,AVE,,,,ARLINGTON,WA,98223,139
00834700004300,6135,,,BAYVIEW,DR,,,,MUKILTEO,WA,98275,213
357530-5227,910,,,210TH,AVE,NE,,,SAMMAMISH,WA,98074,115
332954-0120,29715,,,56TH,CT,S,,,AUBURN,WA,98001,78
794205-0090,21925,,,7TH,AVE,S,APT,109,DES MOINES,WA,98198,
220690-0045,4010,,,140TH,AVE,SE,,,BELLEVUE,WA,98006,59
375060-6583,4709,,S,382ND,ST,,,,AUBURN,WA,98001,178
00640000000200,16506,,,60TH,AVE,W,,,LYNNWOOD,WA,98037,188
881990-0144,5502,,,36TH,AVE,NE,,,SEATTLE,WA,98105,364
01030200113500,2617,,,85TH,AVE,NE,,,LAKE STEVENS,WA,98258,110
553035-0090,12019,,SE,269TH,PL,,,,KENT,WA,98030,116
510140-7635,10418,,,20TH,AVE,NE,,,SEATTLE,WA,98125,127
362603-9323,9037,,,PALATINE,AVE,N,,,SEATTLE,WA,98103,227
757220-0051,5008,,SW,STEVENS,ST,,,,SEATTLE,WA,98116,327
00373400100804,4509,,,188TH,ST,SW,,,LYNNWOOD,WA,98037,41
00830500000700,8323,,,15TH,PL,NE,,,LAKE STEVENS,WA,98258,282
00908400001300,214,,,169TH,ST,SE,,,BOTHELL,WA,98012,77
174280-0040,507,,,SENECA,AVE,NW,,,RENTON,WA,98057,255
312007-9056,47308,,,288TH,AVE,SE,,,ENUMCLAW,WA,98022,314
4720001220,5330,,S,ISLAND,DR,E,,,BONNEY LAKE,WA,98391,55
395680-0080,3709,,,234TH,AVE,SE,,,SAMMAMISH,WA,98075,276
00955700003700,4612,,,190TH,ST,NE,,,ARLINGTON,WA,98223,
00873800000200,2526,,,100TH,ST,SE,,,EVERETT,WA,98208,
0320323076,8826,,S,SHERIDAN,AVE,,,,TACOMA,WA,98444,232
00621500006800,6523,,,176TH,PL,NW,,,STANWOOD,WA,98292,249
00936900001300,14620,,,22ND,AVE,W,,,LYNNWOOD,WA,98087,
869130-0270,2241,,,273RD,CT,SE,,,SAMMAMISH,WA,98075,198
186270-0370,29515,,,4TH,AVE,S,,,FEDERAL WAY,WA,98003,43
00630500002000,23710,,,SHEILA,ST,,,,MONROE,WA,98272,197
276790-0250,934,,NW,58TH,ST,,,,SEATTLE,WA,98107,170
00885700002400,12810,,,16TH,PL,W,,,EVERETT,WA,98204,222
343850-1431,5976,,,26TH,AVE,SW,,,SEATTLE,WA,98106,78
0420116005,2209,,,122ND,AVE,E,,,EDGEWOOD,WA,98372,
514850-0140,22612,,,6TH,AVE,S,APT,14,DES MOINES,WA,98198,
387600-1290,13507,,,116TH,AVE,NE,,,KIRKLAND,WA,98034,211
407900-0090,2012,,,EASTLAKE,AVE,E,APT,204,SEATTLE,WA,98102,
339542-0450,12708,,NE,192ND,PL,,,,BOTHELL,WA,98011,92
412400-0450,22039,,SE,244TH,PL,,,,MAPLE VALLEY,WA,98038,136
375160-6303,36823,,,55TH,AVE,S,,,AUBURN,WA,98001,157
143260-0730,11850,,SE,157TH,PL,,,,RENTON,WA,98058,77
856486-0170,3184,,SE,16TH,ST,,,,NORTH BEND,WA,98045,164
6022520130,8306,,,133RD,ST,E,,,PUYALLUP,WA,98373,144
895600-0230,1764,,,9TH,CT,NE,,,ISSAQUAH,WA,98029,210
752497-1120,4641,,W,LAKE SAMMAMISH,PKWY,SE,APT,F104,ISSAQUAH,WA,98027,75
549020-0540,16804,,NE,106TH,ST,,,,REDMOND,WA,98052,92
052605-9262,10242,,NE,197TH,ST,,,,BOTHELL,WA,98011,206
325800-0010,33445,,,35TH,AVE,S,,,FEDERAL WAY,WA,98001,80
5025003470,230,,,169TH,ST,S,,,SPANAWAY,WA,98387,125
638525-0010,7326,,,135TH,PL,SE,,,NEWCASTLE,WA,98059,50
30073100400400,5116,,,ROBE MENZEL,RD,,,,GRANITE FALLS,WA,98252,
00897000001700,5410,,,NARBECK,AVE,,,,EVERETT,WA,98203,147
220750-0710,1910,,,11TH,AVE,E,,,SEATTLE,WA,98102,
150800-0090,4024C,,S,158TH,ST,,#,9,TUKWILA,WA,98188,
3245003390,3319,,S,7TH,ST,,,,TACOMA,WA,98405,
053700-0530,31002,,,22ND,AVE,S,,,FEDERAL WAY,WA,98003,56
292205-9132,25913,,,116TH,AVE,SE,,,KENT,WA,98030,44
082205-9011,10341,,SE,208TH,ST,,,,KENT,WA,98031,59
0220052030,16,,,POINT FOSDICK,DR,NW,,,GIG HARBOR,WA,98335,176
563601-0320,25416,,,CUMBERLAND,WAY,,,,BLACK DIAMOND,WA,98010,106
534390-0400,10042,,,MAIN,ST,,APT,410,BELLEVUE,WA,98004,194
113760-0020,24817,,,129TH,PL,SE,,,KENT,WA,98030,117
533220-0020,620,,,LAKE WASHINGTON,BLVD,E,,,SEATTLE,WA,98112,155
4002860070,30607,,,HINKLEMAN,RD,S,,,ROY,WA,98580,109
0320257020,4122,,,76TH,ST,E,,,TACOMA,WA,98443,229
00930600002100,4519,,,195TH,ST,NE,,,ARLINGTON,WA,98223,191
01167700002100,18719,,,46TH,AVE,SE,,,BOTHELL,WA,98012,184
01034700008300,11726,,,12TH,AVE,W,,,EVERETT,WA,98204,127
01185000006600,5553,,,85TH,DR,NE,,,MARYSVILLE,WA,98270,266
2955560240,5064,,,38TH,ST,NE,,,TACOMA,WA,98422,93
4002540030,5132,,,BALTIC,ST,,,,GIG HARBOR,WA,98332,121
375648-0300,9910,,NE,137TH,ST,,APT,308,KIRKLAND,WA,98034,
00803700003700,10815,,,MERIDIAN,DR,SE,,,EVERETT,WA,98208,95
3000850050,11319,,,65TH,AVE,,,,GIG HARBOR,WA,98332,157
288320-0191,7459,,,WOODLAWN,AVE,NE,#,B,SEATTLE,WA,98115,159
228520-0340,1800,,,TAYLOR,AVE,N,APT,309,SEATTLE,WA,98109,63
558930-0350,1849,,NE,171ST,ST,,,,SHORELINE,WA,98155,151
00688100004000,2711,,,121ST,CT,NE,,,LAKE STEVENS,WA,98258,234
0220255019,6441,,S,TYLER,ST,,,,TACOMA,WA,98409,
01140000003400,606,,,COVINGTON,AVE,,,,SNOHOMISH,WA,98290,
00864000005000,805,,,191ST,PL,SW,,,LYNNWOOD,WA,98036,
505590-0040,1013,,,FRONT,ST,S,,,ISSAQUAH,WA,98027,447
154580-0980,21651,,SE,266TH,PL,,,,MAPLE VALLEY,WA,98038,94
269530-0300,232,,,BELMONT,AVE,E,APT,503,SEATTLE,WA,98102,108
2895000070,2326,,S,ALASKA,ST,,,,TACOMA,WA,98405,55
861480-0045,2006,,S,108TH,ST,,,,SEATTLE,WA,98168,54
131300-0680,17821,,NE,27TH,ST,,,,REDMOND,WA,98052,179
290928-0040,8507,,,LINDEN,AVE,N,#,403,SEATTLE,WA,98103,
300480-0285,9806,,,20TH,AVE,SW,,,SEATTLE,WA,98106,143
3941520090,3413,,,126TH,ST,NW,,,GIG HARBOR,WA,98332,118
413707-0860,5114,,,OLIVE,AVE,SE,,,AUBURN,WA,98092,94
00758700000900,2502,,,238TH,PL,SE,,,BOTHELL,WA,98021,206
122303-9103,2209,,SW,118TH,CT,,,,BURIEN,WA,98146,289
342406-9308,1035,,,6TH,AVE,SE,,,ISSAQUAH,WA,98027,107
022104-9123,29250,,,51ST,AVE,S,,,AUBURN,WA,98001,
177580-0670,17903,,NE,160TH,ST,,,,WOODINVILLE,WA,98072,79
005350-0160,28843,,,213TH,CT,SE,,,KENT,WA,98042,113
7001870340,6429,,,MONTEVISTA,DR,SE,,,AUBURN,WA,98092,206
720234-1200,22919,,NE,81ST,ST,,,,REDMOND,WA,98053,211
7475035600,4510,,N,11TH,ST,,,,TACOMA,WA,98406,147
515120-0325,13710,,,2ND,AVE,NW,,,SEATTLE,WA,98177,165
28052200303900,5113,,,116TH,ST,SE,,,EVERETT,WA,98208,291
30071800316400,107,,E,PIONEER,ST,,,,GRANITE FALLS,WA,98252,
222607-9087,32910,,NE,142ND,ST,,,,DUVALL,WA,98019,168
730530-0430,17005,,,3RD,AVE,NE,,,SHORELINE,WA,98155,53
00373000601001,10,,S,BELLFLOWER,RD,,,,BOTHELL,WA,98012,134
00389900000400,744,,,15TH,WAY,SW,,,EDMONDS,WA,98020,105
172180-0710,10412,,,3RD,AVE,SW,,,SEATTLE,WA,98146,45
212006-9056,22525,,SE,444TH,ST,,,,ENUMCLAW,WA,98022,188
276790-0795,923,,NW,58TH,ST,,,,SEATTLE,WA,98107,119
30052100300500,8115,,,38TH,DR,NE,,,MARYSVILLE,WA,98270,235
414245-0330,24312,,,226TH,AVE,SE,,,MAPLE VALLEY,WA,98038,124
147280-0050,28303,,NE,146TH,ST,,,,DUVALL,WA,98019,123
4590000190,4110,,N,STEVENS,ST,,,,TACOMA,WA,98407,394
31063200102400,12626,,,156TH,ST,NE,,,ARLINGTON,WA,98223,275
0317046016,29218,,,3RD,AVE,S,,,ROY,WA,98580,35
059070-1730,23217,,,62ND,PL,S,,,KENT,WA,98032,73
302304-9079,16867,,,2ND,AVE,SW,,,NORMANDY PARK,WA,98166,262
813885-0090,2531,,S,248TH,ST,,APT,A19,KENT,WA,98032,47
0420094081,2913,,,100TH,AVE,E,#,2915,EDGEWOOD,WA,98371,
5003580050,19225,,,26TH AVENUE,CT,E,,,SPANAWAY,WA,98387,158
154711-0230,12543,,NE,23RD,PL,,APT,D5,BELLEVUE,WA,98005,188
570300-0030,44407,,SE,159TH,ST,,,,NORTH BEND,WA,98045,184
026900-0780,2577,,,26TH,AVE,W,,,SEATTLE,WA,98199,226
815961-0030,29010,,,50TH,PL,S,,,AUBURN,WA,98001,119
6020830120,23308,,,67TH AVENUE,CT,E,,,GRAHAM,WA,98338,222
00713700001400,16201,,,4TH,AVE,SE,,,BOTHELL,WA,98012,222
5065001460,3503,,W,TAPPS,DR,E,,,LAKE TAPPS,WA,98391,74
7242050040,10225,,,63RD AVENUE,CT,E,,,PUYALLUP,WA,98373,355
132308-9190,46329,,SE,131ST,ST,,,,NORTH BEND,WA,98045,262
780130-0190,3233,,NE,12TH,ST,,APT,204,RENTON,WA,98056,
7001370050,10103,,,201ST,AVE,E,,,BONNEY LAKE,WA,98391,248
955020-3470,2304,,N,53RD,ST,,,,SEATTLE,WA,98103,211
4313800030,5425,,,99TH,AVE,NW,,,GIG HARBOR,WA,98335,116
6024580080,5619,,,208TH STREET,CT,E,,,SPANAWAY,WA,98387,134
7795000653,134,,E,BISMARK,ST,,,,TACOMA,WA,98404,36
222530-0137,2324,,,B N 185TH,ST,,,,,WA,,152
2992050230,2204,,,26TH,AVE,SE,,,PUYALLUP,WA,98374,
692670-0658,537,,,HOWE,ST,,,,SEATTLE,WA,98109,144
177580-1200,18041,,NE,155TH,PL,,,,WOODINVILLE,WA,98072,71
943140-0200,1909,,,10TH,AVE,W,APT,304,SEATTLE,WA,98119,
5400200440,5118,,,DIAMOND,BLVD,SW,,,LAKEWOOD,WA,98499,170
7001430290,20305,,,190TH,AVE,E,,,ORTING,WA,98360,322
5481000740,2601,,,MANORWOOD,DR,SE,,,PUYALLUP,WA,98374,235
947795-0330,15751,,NE,95TH,WAY,,#,58,REDMOND,WA,98052,
01075900002900,1427,,,77TH,DR,SE,,,LAKE STEVENS,WA,98258,62
409480-0290,6043,,,78TH,AVE,SE,,,MERCER ISLAND,WA,98040,224
00822400002000,15362,,,HILDING,DR,SE,,,MONROE,WA,98272,130
7816320130,4720,,,219TH STREET,CT,E,,,SPANAWAY,WA,98387,193
873219-0930,32626,,,50TH,PL,SW,,,FEDERAL WAY,WA,98023,85
0221327014,3410,,,1ST,ST,NW,,,GIG HARBOR,WA,98335,160
7745001880,1617,,,99TH,ST,E,,,TACOMA,WA,98445,31
00764700057700,14601,,,56TH,AVE,SE,,,EVERETT,WA,98208,175
232983-0120,13216,,SE,188TH,PL,,,,RENTON,WA,98058,92
059300-0030,5401,,SW,BEACH DRIVE,TER,,,,SEATTLE,WA,98116,159
254085-0270,8624,,NE,126TH,PL,,,,KIRKLAND,WA,98034,266
524880-0465,5514,,,21ST,AVE,S,,,SEATTLE,WA,98108,253
405940-0490,11225,,,WOODLEY,AVE,S,,,SEATTLE,WA,98178,
00630500000300,23329,,,MOUNT FOREST,BLVD,,,,MONROE,WA,98272,171
697997-0100,12465,,NE,171ST,CT,,,,WOODINVILLE,WA,98072,180
00748700004000,12611,,,46TH,DR,SE,,,EVERETT,WA,98208,116
541210-0980,38101,,,38TH,AVE,S,,,AUBURN,WA,98001,134
01088100000500,6520,,,151ST,AVE,NE,,,LAKE STEVENS,WA,98258,255
27051400205400,18110,,,SNOHOMISH,AVE,,,,SNOHOMISH,WA,98296,52
00789901300300,18910,,,BOTHELL EVERETT,HWY,,#,M-M-3,BOTHELL,WA,98012,
238550-0710,32818,,NE,50TH,ST,,,,CARNATION,WA,98014,178
00373701600204,1321,,,149TH,ST,SW,,,LYNNWOOD,WA,98087,43
6431800200,7425,,,RUBY,DR,SW,APT,C12,LAKEWOOD,WA,98498,22
00487500004700,7229,,,69TH,AVE,NE,,,MARYSVILLE,WA,98270,
769681-0410,10831,,NE,147TH,LN,,UNIT,R105,BOTHELL,WA,98011,91
193030-1351,4019,,,PHINNEY,AVE,N,,,SEATTLE,WA,98103,171
386410-0240,5723,,,111TH,AVE,SE,,,BELLEVUE,WA,98006,283
00919000000600,3912,,,PACIFIC,PL,,,,MUKILTEO,WA,98275,43
420500-0940,33020,,,10TH,AVE,SW,UNIT,V302,FEDERAL WAY,WA,98023,53
5205000430,3802,,N,WASHINGTON,ST,,,,TACOMA,WA,98407,377
32042300300400,2701,,,268TH,ST,NW,,,STANWOOD,WA,98292,
390410-0197,4420,,S,KENYON,ST,,,,SEATTLE,WA,98118,163
31062900403600,15714,,,BURN,RD,,,,ARLINGTON,WA,98223,113
01173300002800,14411,,,112TH,ST,NE,,,LAKE STEVENS,WA,98258,165
7720001420,3714,,,PALISADES,PL,W,,,UNIVERSITY PLACE,WA,98466,
514400-0075,10808,,,27TH,AVE,NE,,,SEATTLE,WA,98125,301
3352000270,733,,,MOUNTAIN VIEW,AVE,,,,BUCKLEY,WA,98321,125
270810-0815,7319,,,DAYTON,AVE,N,,,SEATTLE,WA,98103,195
816550-1160,7172,,,27TH,AVE,SW,,,SEATTLE,WA,98106,41
298880-0061,7632,,S,135TH,ST,,,,SEATTLE,WA,98178,92
5625002187,1327,,E,63RD,ST,,,,TACOMA,WA,98404,76
610845-0126,1229,,,MADISON,ST,,STE,1250,SEATTLE,WA,98104,36
00531700100701,1701,,,63RD,ST,SE,,,EVERETT,WA,98203,114
00414900002300,3207,,,193RD,PL,SE,,,BOTHELL,WA,98012,
316360-0200,10859,,,2ND,AVE,SW,,,SEATTLE,WA,98146,152
01133200002900,17003,,,40TH,AVE,SE,,,BOTHELL,WA,98012,186
330386-0180,25919,,,212TH,AVE,SE,,,MAPLE VALLEY,WA,98038,111
132308-9144,12832,,,464TH,AVE,SE,,,NORTH BEND,WA,98045,283
7000460290,814,,,198TH,AVE,E,,,LAKE TAPPS,WA,98391,249
01054600000300,3223,,,76TH,DR,NE,,,MARYSVILLE,WA,98270,174
01093901320400,14611,,,50TH,AVE,NE,#,M204,MARYSVILLE,WA,98271,34
00579100004600,19319,,,32ND,AVE,NW,,,STANWOOD,WA,98292,203
4765000122,2523,,,LOCUST,AVE,W,,,UNIVERSITY PLACE,WA,98466,192
710410-0116,4705,,SW,JUNEAU,ST,,,,SEATTLE,WA,98136,174
9170000780,6602,,S,FIFE,ST,,,,TACOMA,WA,98409,62
170290-1120,3945,,S,EDMUNDS,ST,,,,SEATTLE,WA,98118,145
00513700008502,14629,,,56TH,AVE,W,,,EDMONDS,WA,98026,185
773250-0190,14117,,,180TH,AVE,NE,,,REDMOND,WA,98052,144
281700-0270,25927,,,GOLD BEACH,DR,SW,,,VASHON,WA,98070,248
00588300001400,14918,,,181ST,AVE,SE,,,MONROE,WA,98272,44
01093400005900,3118,,,216TH,PL,SE,,,BOTHELL,WA,98021,127
042404-9065,1116,,,26TH,AVE,S,,,SEATTLE,WA,98144,145
0319044068,10619,,,AQUEDUCT,DR,E,,,TACOMA,WA,98445,104
01030700002400,13527,,,41ST,AVE,SE,,,MILL CREEK,WA,98012,
01175100004000,10014,,,14TH,PL,SE,,,LAKE STEVENS,WA,98258,153
085000-0190,4512,,,PHINNEY,AVE,N,,,SEATTLE,WA,98103,164
4348500290,3506,,,109TH STREET,CT,NW,,,GIG HARBOR,WA,98332,
5945620040,3104,,N,NARROWS,DR,,,,TACOMA,WA,98407,155
636400-0840,737,,,OLIVE,WAY,,APT,2510,SEATTLE,WA,98101,
026770-0270,130,,,105TH,AVE,SE,APT,302,BELLEVUE,WA,98004,139
932100-0040,1219,,,MCKINLEY,ST,,,,ENUMCLAW,WA,98022,249
502860-0570,1422,,SW,351ST,ST,,,,FEDERAL WAY,WA,98023,151
780417-0120,13954,,NE,60TH,WAY,,APT,108,REDMOND,WA,98052,148
012507-9011,35808,,NE,80TH,ST,,,,CARNATION,WA,98014,279
00393201002300,5202,,,FLEMING,ST,,,,EVERETT,WA,98203,153
796910-0060,22818,,,134TH,AVE,SE,,,KENT,WA,98042,258
312604-9506,723,,N,94TH,ST,,UNIT,C,SEATTLE,WA,98103,91
7160004550,305,,,STANFORD,ST,,,,FIRCREST,WA,98466,
5830000153,1537,,,91ST,ST,E,#,1539,TACOMA,WA,98445,
00865900003900,18531,,E,COUNTRY CLUB,DR,,,,ARLINGTON,WA,98223,143
6023012010,13514,,,67TH,AVE,E,,,PUYALLUP,WA,98373,176
247300-0180,14132,,SE,167TH,ST,,,,RENTON,WA,98058,36
3719000800,1551,,,13TH,AVE,,,,FOX ISLAND,WA,98333,149
045190-0350,1525,,NW,57TH,ST,,UNIT,226,SEATTLE,WA,98107,160
292760-0235,2850,,SW,170TH,ST,,,,BURIEN,WA,98166,
519860-0010,1305,,,6TH,PL,NE,,,AUBURN,WA,98002,77
